taxa,PC1,PC2,PC3
T,27.823910260812,-2.7996618174327,-0.113352102893705
T,25.6837256770828,-2.07355179009241,-1.88532609185074
T,29.1603987075612,-2.37647671895677,-3.07655955091383
T,27.9994315294752,-3.01280423147725,-3.95687545603255
T,24.3345443913756,-2.69944958732227,-1.25943696341674
T,14.9884028727579,1.50963556620829,19.3298727292553
T,17.0926201020186,-1.4122009017269,16.6180186627608
T,18.0181243735199,-0.437909494266977,17.3310905278683
T,17.6044027602967,-0.82070828347279,17.5790207966966
T,20.0935322672981,0.506116823917332,13.8941530845498
T,22.6967982721532,0.00808897731170613,7.10357239869844
T,17.731544569872,1.42146356436088,17.3793434083004
T,16.114257711861,0.155115961986773,18.6129295881458
T,18.3884724717759,1.5383844596157,13.5126410875099
T,13.1732040883413,1.22702626468322,19.3938919327682
T,17.0301468549904,-0.123719671945754,18.7522811796651
T,17.8582531548064,0.555799975737421,18.32222723782
T,14.3917329119101,1.42322811889961,16.0755767546238
T,19.7745970764497,0.83959122815124,15.6864344159353
T,21.932957659656,-0.912108541200371,12.4658186690637
T,14.9827679161387,-1.10300914184443,19.0659466198379
T,-2.78153452411311,0.796479559191898,24.3284612483384
T,0.840836669337209,4.26256008109667,28.0102832058311
T,16.7459061179777,0.0184014242035339,8.48726337287442
T,-0.552433197974082,2.99417385854329,27.5685996721093
T,20.6911165306953,-1.06200671867426,7.92124661293032
T,20.1648768301331,0.910485576459577,7.81618566418089
T,20.6459774944952,-0.352115581843334,2.70087588772262
T,21.0920954576579,-0.402754827970784,6.33213222793326
T,22.1869868885915,0.228078901551403,6.76364310745901
T,19.1090823001825,-0.307553992521017,9.17594715849757
T,20.4727684902242,0.80585675533808,9.69006195116806
T,17.0077297706439,-0.488376456990733,8.05565339965298
T,-13.246510341873,3.77321373566263,17.7383438366708
T,-8.09601483324179,1.60156190310356,21.6556037473761
T,-12.3421331371714,1.40960903904346,20.6928555234763
T,-12.4158520942964,2.50548557577156,17.9514566846476
T,-8.46289483088672,3.16882496238142,21.3840681103625
T,-13.5081776414467,3.20485396662266,16.5495442094776
T,0.485380881837298,4.71442382535162,25.065464309429
T,-5.63257511163859,3.5185182659942,23.6759470701155
T,-11.9994107042159,1.83079894664237,20.9372619997052
T,-11.459110697402,2.17849101348148,20.2707958133414
T,-10.2745588610047,1.80779862742896,19.5539624216864
T,-12.0848819811605,1.82337457409697,17.7945687167084
T,-1.02007525545756,4.21789377684229,23.1867340753591
T,-6.72627615873093,3.51734848671212,23.858546312161
T,-11.4859236228691,3.47899704575785,18.0228168964156
T,-0.567740694591264,4.09489244035692,27.2118650031525
T,-11.8993535422765,3.17229866872419,19.2794889814084
T,8.7225702830529,1.65214131961451,29.0953185891082
T,7.51931392786443,0.47586116767697,27.7755512961219
T,7.05503313485764,2.28386758226776,28.3215455965683
T,7.3985680088231,1.02669090891847,28.8307565691768
T,7.26154503249582,0.556340389007168,28.9605126777892
T,8.09799261515247,2.22063782315431,29.2132474405463
T,7.25294590231708,0.263204732752336,27.6441686910935
T,4.57633749982003,1.32497372786253,29.0648998826972
T,6.01831759134242,2.00983361107959,29.7412896620924
T,6.03575217745114,1.91585210049295,27.5383464660544
T,9.07075052731047,1.06766438889019,29.5826690932488
T,5.66083467514325,2.47540205928968,28.663408955689
T,7.36047385169899,1.74676628803804,27.6184027240045
T,9.0411049887252,1.44449161844175,28.57545117178
