taxa,PC1,PC2,PC3
T,-16.9886025804342,8.32224236502668,-0.573365470205603
T,-14.2178730399967,6.32512206976618,0.0692341974028305
T,-6.58115774528948,23.4320100649927,-3.11988456938702
T,-11.921694275461,19.41045712589,-2.82119268747758
T,-6.78723811032241,19.802579139841,-0.509566507187302
T,-9.57776816356073,23.0313027474197,-1.68855757009312
C,-7.38128654282618,25.4424263929257,-1.45263069796668
C,-11.2805155084645,26.3562541784733,-4.27445336992734
C,-11.0166024230944,26.0318075147772,-4.24150616980219
T,-10.4008619826876,25.8302097453612,-2.77570801470367
T,-9.44613527126134,25.071855815861,-3.89123485242456
T,-10.4407429556041,25.5056252693826,-4.6749225758676
T,-10.5455486407656,25.4794932274271,-4.95900898937753
C,-7.82816146975022,26.4010269943198,-3.31575375548164
C,-8.17481991035962,25.8130973564736,-4.20798119400096
C,-11.8419237812733,26.535521076754,-2.2453650860914
T,-9.57906209083804,23.543016613189,-2.03157904095493
T,-7.32161883753831,24.2153789589735,-2.31678204364212
T,-7.27585290862122,22.079669648552,-1.33074187435224
Y,-7.26357828419464,22.2043615466395,-1.55743812434047
C,-8.0408218445572,21.6353780638584,-0.802961559472766
T,-6.84754347425971,24.0603710445148,-3.72691968306508
C,-5.02397713806589,24.3070623949209,-4.89741593635522
T,-5.18746116399614,24.2619349490612,-4.04524965788046
T,-8.524184430029,23.5835245038425,-3.824952720891
C,-8.63739347882186,24.5319566029486,-2.96126491123479
C,-11.7316401063798,24.2048358744755,-2.12994938720547
C,-9.0747457571172,25.0092807504744,-1.39676336530567
C,-8.88052497985634,25.3350989076433,-1.89595246273148
T,-11.0154752354352,25.2259021858605,-5.6647355996074
T,-8.94720431903593,25.1367820745012,-5.30403123100066
T,-8.34209537202082,25.8780741902076,-5.16508074539063
T,-5.04873237536482,24.8065229434099,-5.938648393514
T,-5.59123562193036,23.5506854675985,-6.21377312705955
T,-6.97504195951512,24.8389091082136,-6.85330398929997
T,-8.37644763705043,24.9229641771203,-7.08984171668839
T,-7.01207894573692,23.9274254637239,-6.69487036345027
T,-9.27102031466935,24.1689895675646,-6.20608232242031
T,-9.12297353726082,24.6018801456162,-6.12568457834441
T,-9.79543025824401,23.6568388998252,-2.56125585172907
C,-7.85669927111623,24.1447403127552,-1.52084578324491
Y,-6.31069132791703,23.7481812289006,-1.13904908647806
T,-6.90619046190245,23.3079448325212,0.149026742889424
C,-9.0512736704334,23.5933062025081,-1.7411088406659
T,-6.14382397930435,22.9914475019848,-0.208041729893036
T,-6.64283928905011,23.0756731448346,0.110756161170509
C,-9.39367960241001,24.0929364666896,0.0951690524152478
C,-6.48607179158559,22.13666141069,-0.408454717277943
T,-6.75826268342263,22.6255536687391,-1.08006164927513
T,-6.03836647958255,23.6115402132411,-1.31668115035149
T,-7.3555529885108,21.456459816769,-6.06942211929458
T,-6.9610881105232,20.5735279578909,-6.43254371038798
T,-8.1627751171573,16.1847541925477,-6.84977984599091
T,-4.67149746542393,20.5824974015814,-5.96939618223634
T,-5.03467357764085,21.6481338116152,-7.02521006212505
Y,-6.26335698424896,24.939911260307,-1.73477490078674
C,-9.17266708842032,25.3120287433939,-1.63882157182477
T,25.7166674714997,-0.322528643761838,-0.164077820962364
T,25.278293453529,-2.41965885474235,-0.580238842956103
T,26.6010097072699,-1.23627817197264,-1.2174255233706
T,27.6847878558763,-0.698423160553628,-3.28292602886408
T,27.4095660185854,-1.29100840744914,-3.27763933023047
T,26.5449179612943,-1.30696768646643,-0.631389052590324
T,28.9039479373448,-3.54919136931023,-0.886550615613063
T,27.3718635750221,-1.8297779117097,-1.76767497468034
T,27.0047042370219,-1.53387243617225,-0.0131059262778372
T,27.5234200867594,-1.37383575415252,-0.517137554063224
T,28.3789273816876,-2.16787719688595,-0.992020737103756
T,26.8945536042242,-2.33734393703241,-2.26772174995406
T,26.4078483948319,-1.48940425939465,-0.709057485384998
T,29.1040081096545,-2.58313732576405,-2.79068111474518
T,28.4904989233412,-2.55038690940075,-1.00284472180618
T,27.3464728831033,-1.79314049858223,-0.470195322195222
T,25.2386761188957,-0.511112120331385,-0.395621122204505
T,26.6400587810673,-3.16389248274159,-0.855372396165331
T,25.7336366155409,-1.90369016283827,1.34811689249775
T,24.7503660738677,-0.267040494488661,-0.624490256996001
T,25.9144964519085,-1.34387954291441,-1.69989484778989
T,23.5892010526072,-0.341107518562809,1.22931408564658
T,25.3647519272107,-1.07743503285524,-1.32432920918531
T,23.2440715947277,-0.00550230530198009,0.83346653285597
T,21.7261092656674,-0.0138840452099454,0.164625913030153
T,22.2658708108958,-0.451144280417273,-0.19835178031305
T,22.9967526041189,-0.256864654816828,0.691488770827856
T,23.244958952664,-0.0247742470529095,1.33202990754185
T,24.5325647472702,0.481697273892979,1.68876697081424
T,21.2975488045737,0.602228951539331,0.809431442753253
T,22.3797840831129,0.802196178375397,1.03780437202547
T,24.6346161857599,-0.366625607165616,1.26063026260821
T,23.2753705518548,-1.47351880368912,2.911583664083
T,19.8419738558959,-0.168079010989261,0.749733812115523
T,23.5616012878872,0.518009795703489,0.595981443830702
T,19.7350067771572,-0.144507064132166,4.09846676573603
T,27.1374077493094,-1.45349194180649,-2.90457231997134
T,26.7870660536918,-1.50640713739593,-2.95054104524083
T,25.0039144220085,-1.01754549168067,-2.4451965766975
T,27.8773963605038,-1.94814397371758,-4.02361073245731
T,27.6457338029653,-1.01986945585782,-0.949004602916141
T,24.4526219935501,-1.4389356410135,-1.35485297018173
T,27.3217154625859,-1.12301262592824,-2.41023645220778
T,28.0441641566409,-0.714926684731178,-2.01700269655843
T,26.2745880121776,-1.69784404068048,0.168226283739075
T,25.8408532352179,-0.749919287742657,-0.682775452007275
T,25.5705110153372,0.250478229583762,-2.31129319242879
T,25.0998563874848,-0.201485447703255,0.339221779260681
T,24.7333131293577,-0.266612529670398,0.184620100431516
T,24.3234225763306,-0.797439654538326,0.065377502270547
T,23.3650226133724,-0.937796487783659,0.541331684606804
T,23.1455845344901,-1.03022915599775,1.25925907906237
T,22.0662028726743,-0.317131822478055,0.923482779104732
T,22.9982665577513,0.204863187702768,0.0210628569367375
T,26.2976946354942,-1.23171484546985,-0.464818464680474
T,22.0472588968333,-2.70189364724652,2.74560005935778
T,24.1781523097445,-1.40408848479967,0.658061077953668
T,22.8827701331103,-0.715235068720688,0.734117103436428
T,22.3621700517553,-0.565966543852013,-0.0305915878930579
T,23.5685115105709,-2.0389718530116,1.81939392837118
T,23.4885916524919,-1.10113811252853,0.814980756911724
T,20.026928289862,-1.69207002662568,0.54844058383202
T,22.6356688202848,-0.385129821800329,2.63305960154917
T,25.0499624085329,-0.387055550149972,2.2961010607363
T,19.6684249256704,-0.108197568327893,1.6981092070079
T,22.0799480705063,0.777485513902934,1.13658747908073
T,24.8158227972508,0.00886476527478232,0.640653769242536
T,23.4465265332479,-1.11938885097848,2.45051966541596
T,22.6743902716506,0.0219033968917356,2.08594629092276
T,25.8540386214479,-2.30331897703276,1.05908022099697
T,24.7974053996873,-0.0854609450339715,2.30359608780691
T,23.3686632027137,-0.505149616654782,2.09342344330149
T,23.54199648911,-1.21421918273889,1.78069612382907
T,26.0805211362527,-2.63797877209906,0.282339186720367
T,27.2830804577727,-0.525877808991878,-1.558714208398
T,26.8632465523227,0.192649823685867,-1.037938785082
T,25.1015905921136,0.442096916666657,1.51304359230089
T,21.2240389340425,-1.6900942568707,2.22393928176783
T,27.819867549257,-2.1819434126219,0.994444506070605
T,28.0269368006888,-0.965565056773615,-6.33110712176916
T,16.9311840397289,-0.580303190001825,-2.97399511981818
T,21.4690443994498,-0.431069076020218,1.91891368204977
T,20.8922487220261,-0.0926251124864239,1.493643192456
T,25.6904406721811,-1.04236160917619,-1.05159195807369
T,27.1744385526834,-1.15595028388416,-1.0937185058431
T,23.0821336679444,0.314695045719324,-1.50249530672698
T,25.974754287491,-1.00234649661407,-2.78514849328962
T,7.88912194171614,3.94171551890312,-0.702128087574245
T,25.5597196613072,0.666917462864644,1.06118513124149
T,26.9748947831845,0.568677446091987,-3.1065866290803
T,26.9748947831845,0.568677446091987,-3.1065866290803
T,24.4066266666094,-1.61860373475366,-1.48582300486825
T,26.2739311846883,-0.248979409224101,0.638624872237213
T,26.9389149717685,-1.00586506645338,0.960184350175554
T,-23.7514236902721,-0.884811018944027,-3.53745528231086
T,-22.1894983886196,0.181511659567926,-2.48676705584684
T,-22.1748994546075,0.314012890792305,-2.55064586789192
T,-23.793153917719,-5.69258781866432,-2.16622692350334
T,-15.7570189075588,15.2238321585985,-3.46318913644383
T,-14.9673076013215,16.0121975097465,-2.36836403067796
T,-12.0679949341017,20.508076273828,-2.6521695508835
T,-14.4381424345504,14.1361041678295,-2.53738815340239
T,-12.348647637373,19.9418645464744,-2.88078226828018
T,-14.1786301586715,16.8180558259172,-2.74051173543464
T,-23.5211531668406,-10.2015346062837,-0.872064899488019
T,-23.511872932137,-10.202192875928,-0.860169979187547
T,-23.4556806645788,-10.1437018853576,-0.811645330430955
T,-23.4811114303187,-10.2541358325395,-0.852858400600826
T,-23.5418873818504,-10.2236868960149,-0.868259072350641
T,30.6784515681212,-1.14813849272342,-4.54042062504586
T,-24.4857341553281,0.556398476461151,-3.98830218459871
T,-25.2153952186995,1.52707434751196,-4.48984394475683
T,-21.3710791754266,-0.770117821489734,-1.73679962576103
T,-16.9053573261412,0.0397204506367946,-0.20699306908584
T,-21.3241699426001,-1.12511077898807,-0.933240748029266
T,-19.8408074647139,2.93431848881062,0.433812848146575
T,-22.6455206775745,3.4404391881767,-4.49973050791547
T,-22.6455206775745,3.4404391881767,-4.49973050791547
T,-18.4929475530438,-5.43246866913965,0.612870014232218
T,-14.1503025694089,12.9829701459589,-3.7444839364197
T,-25.7773595667876,-1.99032579801077,-6.30840565987753
T,-25.4658519053011,-1.30457346596149,-6.07499483409384
T,-25.5047136441504,-1.5527448095648,-6.31205030339979
T,-22.5086719751691,1.52949799336328,-4.81304175522792
T,-20.2598311602138,1.58694285612203,-2.39721824635966
T,-21.2828981622177,5.53274624602386,-2.4184039980113
T,-25.271170024799,-1.01130425086534,-5.46097804413583
T,-26.5553736568737,-2.43906273296543,-5.93542299979642
T,-24.9345666789524,-2.75158346718087,-5.21398590976101
T,-18.8964108026257,-5.20513799244384,-0.385472643177798
T,-21.3512326868625,-9.94951328866764,-0.706588474846646
T,-24.2275269231148,3.52374242885567,-3.21449746493662
T,-23.1352343673429,-0.155647613911498,-3.14062704206663
T,-18.1139095319203,0.360212354861967,-2.14301923524091
T,-20.3797812587842,-1.55312452491081,-2.62184157640206
T,-22.4980446560051,-3.86161553736278,-2.60403926866327
T,-20.7808012695905,-1.38949743541707,-2.28686564611469
T,-18.4972705924749,-0.368316275904751,-0.250937601569755
T,-18.4871809433745,0.915607642570354,-0.530886399068607
T,-20.0923525714096,-2.71353587401948,-1.74603139255141
T,-20.0923525714096,-2.71353587401948,-1.74603139255141
T,-20.0923525714096,-2.71353587401948,-1.74603139255141
T,-19.9791125261395,-2.63076286202982,-1.73803958708515
T,-20.3448599611854,-3.18191801911159,-1.85897507227994
T,-20.3448599611854,-3.18191801911159,-1.85897507227994
T,-18.750673280124,-5.3538013586514,2.14925486112606
T,-19.9362292698018,-12.6928068682494,0.221822006658786
T,-20.3448599611854,-3.18191801911159,-1.85897507227994
T,-20.3448599611854,-3.18191801911159,-1.85897507227994
T,-20.3448599611854,-3.18191801911159,-1.85897507227994
T,-19.1418620389309,-7.62471196594379,2.33320863072304
T,-20.1930922082438,-15.1399338386319,2.10602465328192
T,-20.9734245766657,-15.4392636409374,2.84816644237231
T,-21.3935025755532,-13.9326183752217,2.04930741874223
T,-22.3282355192285,-10.8495490215786,-0.724347356920444
T,-22.1578306355749,-15.2041538596029,2.14221787503691
T,-21.9357812467559,-0.617331203830597,-4.40657296457766
T,-24.9603530281063,-9.72979205900446,-1.82546561962665
T,-24.9603530281063,-9.72979205900446,-1.82546561962665
T,-18.2567917981089,1.11513879897169,-1.49114666504983
T,-18.8134745678977,1.38525717660182,-1.45283766275928
T,-21.7629151798181,7.81723403954988,-2.30386954238717
T,-18.8865906831932,-3.52067853401135,-0.618100417513675
T,-22.1134040248411,4.12735762635838,-3.95221527310132
T,-21.0216640228292,4.79775546717161,-2.06651767181581
T,-22.2776549998549,3.91122899596739,-3.76143370632085
T,-22.3390450912683,-6.47058039005437,-3.71261814422388
C,-17.4650759530184,-2.26095679274141,-0.746966520150481
T,-23.0233443321643,-10.83540456726,-1.76194162641725
T,-18.5435275672162,4.92818673588939,-3.76984019519366
T,-25.9031089964668,-4.99634969521553,-6.43578216596078
T,-25.173719025199,-13.8095783965257,-3.16303031993443
T,-25.2118428319973,-13.7521929481473,-3.11853732195695
T,-25.173719025199,-13.8095783965257,-3.16303031993443
T,-25.2210869732694,-13.8687251760756,-3.13256714006363
T,-25.2118428319973,-13.7521929481473,-3.11853732195695
T,-25.2118428319973,-13.7521929481473,-3.11853732195695
T,-18.3544463686245,8.37997557979563,-3.70384372987324
T,-20.9686840672782,4.23342915895891,-1.856882272114
T,-21.0828702134031,4.16982517132846,-1.84115238918938
T,-21.0828702134031,4.16982517132846,-1.84115238918938
T,-21.1205278310426,4.20159133891833,-1.86130723965417
T,-22.7658506219822,3.88748870448694,-4.29992555056111
T,-19.4214524110407,5.99181160816081,-3.07604280826958
T,-21.2537198793462,5.03578353948856,-1.46986928710305
T,-21.3434775880816,5.16546479878574,-1.55951467608879
T,-19.6024535362266,0.608655630849097,-0.744055263205029
T,-17.4518800786508,3.84636543834201,-1.48518553071007
T,-15.1338359566169,-6.34319512797229,2.20864977328689
C,-15.9512138399257,-0.669985064338969,0.028131710393209
T,29.2748843352439,-5.26904683522547,-7.33378335203572
T,30.2747781956526,-4.70644846098056,-7.32949443348241
T,30.0140140152308,-4.60766934903098,-7.45231264942675
T,29.3605899509323,-4.78519509931634,-7.1005665601226
T,32.851051143293,-5.60896001466799,-7.1049717084871
T,30.2870235462651,-4.83413599426293,-7.03816328751135
T,30.9684422120413,-6.89596567607837,-7.87882255206105
T,32.9170111580831,-3.62093521136953,-6.99336099683816
T,32.4971156928559,-3.47007924404862,-6.74926845148659
T,32.5218709483079,-3.65296798960058,-6.67127189596901
T,30.6733410765096,-3.84802148599455,-6.04176317431636
T,32.0724460352584,-4.3027649973093,-7.04879920887824
T,31.9201415072384,-4.12424522563417,-6.62642099012776
T,31.0654871436295,-3.86460858716527,-5.04978830242558
T,32.1140519547311,-4.23827819716814,-6.47597719115369
T,32.3024016347323,-3.1992337819223,-6.51106801695465
T,32.5025783613586,-3.49891801430081,-6.75365857402462
T,32.0767503227157,-3.77834365621969,-5.45530786679116
T,26.0403218134801,-5.36973417935605,-5.3112455023046
T,29.0930808778276,-4.62823822028603,-5.06691242355799
T,23.8344826375234,-2.21069073919859,-7.81764890348725
T,27.7520902876274,-4.81833635711684,-3.9694383633966
